표준코드,ticker,한글 종목명,name,영문 종목명,start_date,시장구분,증권구분,소속부,주식종류,액면가,상장주식수,산업분류
KR7053270005,053270,구영테크,구영테크,GUYOUNGTECHNOLOGY COMPANY LIMITED,2002/02/07,KOSDAQ,주권,중견기업부,보통주,500,"26,394,174",운송장비·부품
KR7007690001,007690,국도화학보통주,국도화학,KukdoChemical,1989/08/05,KOSPI,주권,,보통주,"5,000","9,010,616",화학
KR7005320007,005320,국동보통주,국동,Kukdong,1996/12/24,KOSPI,주권,,보통주,500,"55,717,048",유통업
KR7066620006,066620,국보디자인,국보디자인,KUKBO DESIGN,2002/09/05,KOSDAQ,주권,우량기업부,보통주,500,"7,500,000",건설
KR7001140003,001140,국보보통주,국보,KUKBO,1989/12/02,KOSPI,주권,,보통주,500,"105,910,813",운수창고업
KR7043650001,043650,국순당,국순당,"KOOK SOON DANG CO., LTD.",2000/08/24,KOSDAQ,주권,우량기업부,보통주,500,"17,858,304",음식료·담배
KR7006050009,006050,국영지앤엠,국영지앤엠,KUK YOUNG G&M,1994/10/07,KOSDAQ,주권,중견기업부,보통주,500,"34,895,243",비금속
KR7060480001,060480,국일신동,국일신동,"KUKIL METAL CO., LTD",2014/12/29,KOSDAQ,주권,중견기업부,보통주,500,"11,090,000",금속
KR7078130002,078130,국일제지,국일제지,"KUK-IL PAPER MFG CO.,LTD",2004/10/22,KOSDAQ,주권,중견기업부,보통주,100,"127,617,473",종이·목재
KR7307750000,307750,국전약품,국전약품,"KUKJEON PHARMACEUTICAL Co.,Ltd",2018/12/19,KOSDAQ,주권,우량기업부,보통주,100,"49,069,269",제약
KR7002720001,002720,국제약품보통주,국제약품,Kukje Pharma,1975/12/27,KOSPI,주권,,보통주,"1,000","20,195,149",의약품
KR7243870003,243870,굿센,굿센,Goodcen,2016/10/31,KONEX,주권,일반기업부,보통주,500,"2,583,805",#N/A
KR7035080001,035080,그래디언트,그래디언트,Gradiant,1999/07/05,KOSDAQ,주권,중견기업부,보통주,"2,500","15,527,584",유통
KR7114090004,114090,그랜드코리아레저보통주,GKL,Grand Korea Leisure,2009/11/19,KOSPI,주권,,보통주,500,"61,855,670",서비스업
HK0000307485,900290,그레이트리치과기유한공사,GRT,Great Rich Technologies Limited,2016/10/25,KOSDAQ,외국주권,외국기업(소속부없음),보통주,무액면,"67,375,000",금융
KR7204020002,204020,그리티,그리티,"GRITEE, Inc.",2018/07/23,KOSDAQ,주권,중견기업부,보통주,500,"20,147,430",섬유·의류
KR7083420000,083420,그린케미칼보통주,그린케미칼,GREEN CHEMICAL,2005/10/20,KOSPI,주권,,보통주,500,"24,000,000",화학
KR7186230009,186230,그린플러스,그린플러스,"GREEN PLUS Co., Ltd",2019/08/07,KOSDAQ,주권,벤처기업부,보통주,500,"10,820,188",금속
KR7014530000,014530,극동유화보통주,극동유화,KukdongOil&Chem.,1991/01/31,KOSPI,주권,,보통주,500,"34,869,420",화학
KR7083450007,083450,글로벌스탠다드테크놀로지,GST,"Global Standard Technology Co., Ltd.",2006/02/01,KOSDAQ,주권,우량기업부,보통주,500,"9,317,745",IT H/W
KYG3931T1076,900070,글로벌에스엠테크리미티드,글로벌에스엠,Global SM Tech Limited,2009/12/23,KOSDAQ,외국주권,외국기업(소속부없음),보통주,0.5,"53,743,968",금융
KR7204620009,204620,글로벌텍스프리,글로벌텍스프리,"Global Tax Free Co., Ltd.",2014/11/19,KOSDAQ,주권,벤처기업부,보통주,500,"54,877,520",금융
KR7019660000,019660,글로본,글로본,"GLOBON CO., LTD.",1992/06/04,KOSDAQ,주권,중견기업부,보통주,500,"34,790,746",유통
KR7014281000,014285,금강공업1우선주,금강공업우,KUMKANG KIND(1P),1989/07/31,KOSPI,주권,,구형우선주,"1,000","589,875",철강금속
KR7014280002,014280,금강공업보통주,금강공업,KUMKANG KIND,1988/09/10,KOSPI,주권,,보통주,"1,000","29,329,357",철강금속
KR7053260006,053260,금강철강,금강철강,"KEUM KANG STEEL CO., LTD",2002/01/04,KOSDAQ,주권,우량기업부,보통주,500,"18,720,000",금속
KR7008870008,008870,금비보통주,금비,Kumbi,1990/06/08,KOSPI,주권,,보통주,"5,000","1,000,000",비금속광물
KR7001570001,001570,금양보통주,금양,Kumyang,1976/12/17,KOSPI,주권,,보통주,500,"58,050,037",화학
KR7002991008,002995,금호건설1우선주,금호건설우,KUMHOE&C(1P),1988/10/06,KOSPI,주권,,구형우선주,"5,000","292,266",건설업
KR7002990000,002990,금호건설보통주,금호건설,KUMHOE&C,1976/06/26,KOSPI,주권,,보통주,"5,000","36,953,595",건설업
KR7011781002,011785,금호석유화학1우선주,금호석유우,KumhoPetrochemical(1P),1988/10/20,KOSPI,주권,,구형우선주,"5,000","3,023,486",화학
KR7011780004,011780,금호석유화학보통주,금호석유,KumhoPetrochemical,1988/01/22,KOSPI,주권,,보통주,"5,000","29,314,312",화학
KR7214330003,214330,금호에이치티보통주,금호에이치티,"Kumho HT, Inc.",2015/11/11,KOSPI,주권,,보통주,500,"196,140,969",운수장비
KR7001210004,001210,금호전기보통주,금호전기,KumhoElectric,1973/11/15,KOSPI,주권,,보통주,500,"27,554,191",전기전자
KR7073240004,073240,금호타이어보통주,금호타이어,"KUMHOTIRECO.,INC",2005/02/17,KOSPI,주권,,보통주,"5,000","287,260,287",화학
KR7036190007,036190,금화피에스시,금화피에스시,"GEUMHWA PSC CO.,LTD.",2000/12/26,KOSDAQ,주권,우량기업부,보통주,500,"6,000,000",건설
KR7049080005,049080,기가레인,기가레인,"GIGALANE Co., Ltd.",2013/12/19,KOSDAQ,주권,벤처기업부,보통주,500,"84,883,347",IT H/W
KR7035460005,035460,기산텔레콤,기산텔레콤,"Kisan Telecom CO.,Ltd",1999/11/18,KOSDAQ,주권,벤처기업부,보통주,500,"14,577,340",IT H/W
KR7092440007,092440,기신정기 보통주,기신정기,KISHIN CORPORATION,2007/10/30,KOSPI,주권,,보통주,500,"29,200,000",기계
KR7000270009,000270,기아보통주,기아,KIA CORPORATION,1973/07/21,KOSPI,주권,,보통주,"5,000","405,363,347",운수장비
KR7013700000,013700,까뮤이앤씨보통주,까뮤이앤씨,CAMUS ENGINEERING & CONSTRUCTION Inc.,1989/11/30,KOSPI,주권,,보통주,500,"45,152,280",건설업
KR7308100007,308100,까스텔바작,까스텔바작,"Castelbajac Co., Ltd.",2019/06/10,KOSDAQ,주권,중견기업부,보통주,500,"6,624,733",유통
KR7004541009,004545,깨끗한나라1우선주,깨끗한나라우,KleanNara(1P),1988/11/21,KOSPI,주권,,구형우선주,"1,000","366,160",종이목재
KR7004540001,004540,깨끗한나라보통주,깨끗한나라,KleanNara,1975/06/25,KOSPI,주권,,보통주,"1,000","37,240,693",종이목재
KR7187790001,187790,나노,나노,"NANO. Co., Ltd.",2014/05/08,KOSDAQ,주권,벤처기업부,보통주,500,"27,418,572",화학
KR7286750005,286750,나노브릭,나노브릭,"NANOBRICK Co., Ltd.",2019/08/19,KOSDAQ,주권,기술성장기업부,보통주,500,"20,464,549",화학
KR7121600001,121600,나노신소재,나노신소재,"Advanced Nano Products Co.,Ltd",2011/02/09,KOSDAQ,주권,우량기업부,보통주,500,"10,848,333",화학
KR7247660004,247660,나노씨엠에스,나노씨엠에스,"NANOCMS CO.,LTD",2021/03/09,KOSDAQ,주권,기술성장기업부,보통주,500,"4,343,920",일반전기전자
KR7039860002,039860,나노엔텍,나노엔텍,"NanoenTek,Inc.",2000/08/16,KOSDAQ,주권,중견기업부,보통주,500,"26,807,627",의료·정밀기기
KR7091970004,091970,나노캠텍,나노캠텍,Nano Chem Tech Inc.,2007/01/30,KOSDAQ,주권,관리종목(소속부없음),보통주,500,"28,080,425",화학
KR7244880001,244880,나눔테크,나눔테크,NANOOM,2016/06/01,KONEX,주권,일반기업부,보통주,500,"5,020,000",#N/A
KR7288490006,288490,나라소프트,나라소프트,NARASOFT,2018/11/23,KONEX,주권,일반기업부,보통주,100,"38,147,000",#N/A
KR7051490001,051490,나라엠앤디,나라엠앤디,"NARA MOLD & DIE CO., LTD.",2001/06/12,KOSDAQ,주권,중견기업부,보통주,500,"14,200,000",기계·장비
KR7137080008,137080,나래나노텍,나래나노텍,NARAE NANOTECH CORPORATION,2022/02/08,KOSDAQ,주권,중견기업부,보통주,500,"11,059,422",기계·장비
KR7190510008,190510,나무가,나무가,"Namuga Co.,Ltd",2015/11/12,KOSDAQ,주권,중견기업부,보통주,500,"16,129,384",IT H/W
KR7242040004,242040,나무기술,나무기술,"NAMU TECH CO.,LTD.",2016/09/07,KOSDAQ,주권,기술성장기업부,보통주,100,"34,241,700",출판·매체복제
KR7089600001,089600,나스미디어,나스미디어,"Nasmedia Co., Ltd.",2013/07/17,KOSDAQ,주권,우량기업부,보통주,500,"10,539,962",기타서비스
KR7293580007,293580,나우아이비캐피탈,나우IB,NAU IB Capital,2018/10/04,KOSDAQ,주권,벤처기업부,보통주,"5,000","9,577,000",금융
KR7257990002,257990,나우코스,나우코스,NOWCOS,2020/12/30,KONEX,주권,일반기업부,보통주,500,"5,868,892",#N/A
KR7138610001,138610,나이벡,나이벡,"NIBEC CO., LTD.",2011/07/13,KOSDAQ,주권,기술성장기업부,보통주,500,"9,957,479",제약
KR7130580004,130580,나이스디앤비,나이스디앤비,"NICE D&B CO., LTD.",2011/12/22,KOSDAQ,주권,우량기업부,보통주,500,"15,400,000",기타서비스
KR7036800001,036800,나이스정보통신,나이스정보통신,NICE INFORMATION&TELECOMMUNICATION INC.,2000/05/03,KOSDAQ,주권,우량기업부,보통주,500,"10,000,000",통신방송서비스
KR7030190003,030190,나이스평가정보,NICE평가정보,"NICE Information Service Co., Ltd.",2000/05/16,KOSDAQ GLOBAL,주권,우량기업부,보통주,500,"60,714,820",기타서비스
KR7267320000,267320,나인테크,나인테크,"Naintech. CO.,LTD.",2017/06/22,KOSDAQ,주권,우량기업부,보통주,100,"39,396,554",IT H/W
KR7001260009,001260,남광토건보통주,남광토건,NamkwangEngineering&Construction,1976/12/28,KOSPI,주권,,보통주,"5,000","9,832,572",건설업
KR7008351009,008355,남선알미늄1우선주,남선알미우,NamsunAluminium(1P),1989/12/23,KOSPI,주권,,구형우선주,500,"307,890",철강금속
KR7008350001,008350,남선알미늄보통주,남선알미늄,NamsunAluminium,1978/05/22,KOSPI,주권,,보통주,500,"129,079,090",철강금속
KR7004270005,004270,남성보통주,남성,Namsung,1989/11/14,KOSPI,주권,,보통주,500,"36,212,160",유통업
KR7003921004,003925,남양유업1우선주,남양유업우,NamyangDairyProducts(1P),1988/06/20,KOSPI,주권,,구형우선주,"5,000","166,662",음식료품
KR7003920006,003920,남양유업보통주,남양유업,NamyangDairyProducts,1978/06/24,KOSPI,주권,,보통주,"5,000","720,000",음식료품
KR7025860008,025860,남해화학보통주,남해화학,NamhaeChemical,1995/11/10,KOSPI,주권,,보통주,"1,000","49,678,843",화학
KR7111710000,111710,남화산업,남화산업,"Namhwa Industrial Co.,Ltd",2018/11/29,KOSDAQ,주권,벤처기업부,보통주,200,"20,588,000",오락·문화
KR7091590000,091590,남화토건,남화토건,"Nam Hwa Construction Company, Limited",2012/01/31,KOSDAQ,주권,우량기업부,보통주,500,"11,740,000",건설
KR7168330009,168330,내츄럴엔도텍,내츄럴엔도텍,"Naturalendo Tech Co., Ltd",2013/10/31,KOSDAQ,주권,벤처기업부,보통주,500,"31,754,900",기타서비스
KR7094860004,094860,네오리진,네오리진,NEORIGIN,2007/04/16,KOSDAQ,주권,벤처기업부,보통주,100,"104,459,775",IT S/W & SVC
KR7253590004,253590,네오셈,네오셈,Neosem Inc.,2018/04/04,KOSDAQ,주권,벤처기업부,보통주,100,"38,454,626",IT H/W
KR7212560007,212560,네오오토,네오오토,"NEOOTO Co., Ltd.",2015/11/18,KOSDAQ,주권,우량기업부,보통주,500,"7,874,963",운송장비·부품
KR7095660007,095660,네오위즈,네오위즈,NEOWIZ,2007/07/02,KOSDAQ,주권,우량기업부,보통주,500,"22,033,719",IT S/W & SVC
KR7042420000,042420,네오위즈홀딩스,네오위즈홀딩스,NEOWIZ HOLDINDS Corporation,2000/06/27,KOSDAQ,주권,우량기업부,보통주,500,"8,856,866",IT S/W & SVC
KR8840140006,950220,네오이뮨텍,네오이뮨텍,"NeoImmuneTech, Inc.",2021/03/16,KOSDAQ,주식예탁증권,외국기업(소속부없음),보통주,0,"98,827,465",기타서비스
KR7311390009,311390,네오크레마,네오크레마,"Neo Cremar Co., Ltd.",2019/08/22,KOSDAQ,주권,벤처기업부,보통주,500,"8,036,595",음식료·담배
KR7085910008,085910,네오티스,네오티스,"NEO TECHNICAL SYSTEM CO., LTD",2007/10/01,KOSDAQ,주권,중견기업부,보통주,500,"13,828,718",운송장비·부품
KR7092730001,092730,네오팜,네오팜,"Neopharm CO., LTD.",2007/01/30,KOSDAQ,주권,우량기업부,보통주,500,"8,207,361",화학
KR7290660000,290660,네오펙트,네오펙트,"NEOFECT Co.,Ltd",2018/11/28,KOSDAQ,주권,기술성장기업부,보통주,500,"19,240,617",의료·정밀기기
KR7306620006,306620,네온테크,네온테크,"Neontech Co., Ltd.",2018/10/31,KOSDAQ,주권,벤처기업부,보통주,100,"41,688,607",기계·장비
KR7153460001,153460,네이블커뮤니케이션즈,네이블,"Nable Communications, Inc.",2012/07/19,KOSDAQ,주권,벤처기업부,보통주,500,"6,530,014",IT S/W & SVC
KR7007390008,007390,네이처셀,네이처셀,"NATURECELL CO.,LTD.",1992/11/30,KOSDAQ,주권,중견기업부,보통주,500,"62,637,156",제약
KR7033640004,033640,네패스,네패스,NEPES Corporation,1999/12/14,KOSDAQ,주권,중견기업부,보통주,500,"23,059,202",IT H/W
KR7330860008,330860,네패스아크,네패스아크,Nepes Ark Corporation,2020/11/17,KOSDAQ,주권,벤처기업부,보통주,500,"12,184,045",IT H/W
KR7005721006,005725,넥센1우선주,넥센우,NEXEN(1P),1989/09/23,KOSPI,주권,,구형우선주,500,"3,600,600",화학
KR7005720008,005720,넥센보통주,넥센,NEXEN,1987/12/19,KOSPI,주권,,보통주,500,"53,543,977",화학
KR7002351005,002355,넥센타이어1우선주(신형),넥센타이어1우B,NEXENTIRE(1PB),1999/06/08,KOSPI,주권,,신형우선주,500,"6,500,000",화학
KR7002350007,002350,넥센타이어보통주,넥센타이어,NEXENTIRE,1976/05/19,KOSPI,주권,,보통주,500,"97,667,877",화학
KR7089140008,089140,넥스턴바이오사이언스,넥스턴바이오,NEXTURNBIOSCIENCE,2006/11/01,KOSDAQ,주권,벤처기업부,보통주,500,"38,991,180",기계·장비
KR7137940003,137940,넥스트아이,넥스트아이,"NextEye Co., Ltd.",2011/06/14,KOSDAQ,주권,중견기업부,보통주,100,"78,320,992",의료·정밀기기
KR7160550000,160550,넥스트엔터테인먼트월드,NEW,"Next Entertainment World Co., Ltd.",2014/12/23,KOSDAQ,주권,중견기업부,보통주,500,"27,906,106",오락·문화
KR7396270001,396270,넥스트칩,넥스트칩,"NEXTCHIP Co., Ltd.",2022/07/01,KOSDAQ,주권,기술성장기업부,보통주,500,"17,617,640",IT H/W
KR7348210006,348210,넥스틴,넥스틴,NEXTIN Inc.,2020/10/08,KOSDAQ,주권,기술성장기업부,보통주,500,"9,956,674",IT H/W
KR7225570001,225570,넥슨게임즈,넥슨게임즈,NEXON Games,2015/09/25,KOSDAQ,주권,중견기업부,보통주,500,"65,761,094",IT S/W & SVC
KR7217270008,217270,넵튠,넵튠,Neptune Company,2015/06/18,KOSDAQ,주권,중견기업부,보통주,500,"46,422,830",출판·매체복제
KR7251270005,251270,넷마블보통주,넷마블,Netmarble Corporation,2017/05/12,KOSPI,주권,,보통주,100,"85,953,502",서비스업
KR7317860005,317860,노드메이슨,노드메이슨,Nordmason,2019/12/06,KONEX,주권,일반기업부,보통주,500,"4,429,715",#N/A
KR7104620000,104620,노랑풍선,노랑풍선,"Yellow Balloon Tour Co., Ltd.",2019/01/30,KOSDAQ,주권,관리종목(소속부없음),보통주,500,"15,747,096",기타서비스
KR7090351008,090355,노루페인트 1우선주,노루페인트우,NOROO PAINT(1P),2006/07/03,KOSPI,주권,,구형우선주,500,"463,126",화학
KR7090350000,090350,노루페인트 보통주,노루페인트,NOROO PAINT,2006/07/03,KOSPI,주권,,보통주,500,"20,000,000",화학
KR7000321000,000325,노루홀딩스1우선주,노루홀딩스우,NorooHoldings(1P),1989/01/21,KOSPI,주권,,구형우선주,500,"243,559",금융업
KR7000320002,000320,노루홀딩스보통주,노루홀딩스,NorooHoldings,1973/08/10,KOSPI,주권,,보통주,500,"13,291,151",금융업
KR7194700001,194700,노바렉스,노바렉스,"NOVAREX Co., Ltd.",2018/11/14,KOSDAQ,주권,우량기업부,보통주,500,"18,754,848",음식료·담배
KR7285490009,285490,노바텍,노바텍,NOVATECH,2018/11/02,KOSDAQ,주권,벤처기업부,보통주,500,"10,575,831",기타제조
KR7229500004,229500,노브메타파마,노브메타파마,NOVMETAPHARMA,2015/10/28,KONEX,주권,일반기업부,보통주,500,"9,725,145",#N/A
KR7106520000,106520,노블엠앤비,노블엠앤비,Noble M&B,2012/07/13,KOSDAQ,주권,중견기업부,보통주,"1,000","36,509,037",의료·정밀기기
KR7376930004,376930,노을,노을,"Noul Co., Ltd.",2022/03/03,KOSDAQ,주권,기술성장기업부,보통주,500,"11,453,530",의료·정밀기기
KR7278650007,278650,노터스,노터스,"KNOTUS Co.,Ltd.",2019/11/27,KOSDAQ,주권,벤처기업부,보통주,100,"70,530,327",기타서비스
KR7006280002,006280,녹십자보통주,녹십자,Green Cross Corporation,1989/08/01,KOSPI,주권,,보통주,"5,000","11,686,538",의약품
KR7142280007,142280,녹십자엠에스,녹십자엠에스,Green Cross Medical Science Corporation,2014/12/17,KOSDAQ,주권,중견기업부,보통주,500,"21,117,283",제약
KR7234690006,234690,녹십자웰빙,녹십자웰빙,GREEN CROSS WellBeing Corporation,2019/10/14,KOSDAQ,주권,우량기업부,보통주,500,"17,752,276",제약
KR7005252002,005257,녹십자홀딩스2우선주(신형),녹십자홀딩스2우,Green Cross Holdings Corporation(2PB),1997/03/19,KOSPI,주권,,신형우선주,500,"845,990",서비스업
KR7005250006,005250,녹십자홀딩스보통주,녹십자홀딩스,Green Cross Holdings Corporation,1978/08/28,KOSPI,주권,,보통주,500,"47,028,210",서비스업
KR7065560005,065560,녹원씨엔아이,녹원씨엔아이,"Nokwon Commercials & Industries, Inc.",2003/07/01,KOSDAQ,주권,관리종목(소속부없음),보통주,500,"26,060,125",출판·매체복제
KR7004370003,004370,농심보통주,농심,Nongshim,1976/06/30,KOSPI,주권,,보통주,"5,000","6,082,642",음식료품
KR7072710007,072710,농심홀딩스보통주,농심홀딩스,NongshimHoldings,2003/07/30,KOSPI,주권,,보통주,"5,000","4,637,790",금융업
KR7154030001,154030,농업회사법인 아시아종묘,아시아종묘,"ASIA SEED Co.,Ltd.",2018/02/12,KOSDAQ,주권,벤처기업부,보통주,500,"11,120,839","농업, 임업 및 어업"
KR7054050000,054050,농업회사법인농우바이오,농우바이오,"NONG WOO BIO CO.,LTD.",2002/04/02,KOSDAQ,주권,우량기업부,보통주,500,"16,030,561","농업, 임업 및 어업"
KR7069140002,069140,누리플랜,누리플랜,"Nuriplan Co., Ltd",2010/10/26,KOSDAQ,주권,벤처기업부,보통주,500,"7,102,743",금속
KR7040160004,040160,누리플렉스,누리플렉스,NuriFlex,2000/08/29,KOSDAQ,주권,우량기업부,보통주,500,"12,055,535",IT S/W & SVC
KR7332290006,332290,누보,누보,NOUSBO,2019/10/11,KOSDAQ,주권,벤처기업부,보통주,100,"33,081,323",화학
KR7348340001,348340,뉴로메카,뉴로메카,"Neuromeka Co., Ltd.",2022/11/04,KOSDAQ,주권,기술성장기업부,보통주,500,"10,335,524",기계·장비
KR7060260007,060260,뉴보텍,뉴보텍,"NUVOTEC Co., Ltd",2002/02/05,KOSDAQ,주권,벤처기업부,보통주,500,"39,411,048",화학
