표준코드,ticker,한글 종목명,name,영문 종목명,start_date,시장구분,증권구분,소속부,주식종류,액면가,상장주식수,산업분류
KR7052900008,052900,케이엑스하이텍,KX하이텍,KX HITECH,2005/01/18,KOSDAQ,주권,벤처기업부,보통주,500,"55,107,517",IT H/W
KR7105330005,105330,케이엔더블유,케이엔더블유,"KNW Co., Ltd.",2009/09/29,KOSDAQ,주권,벤처기업부,보통주,500,"12,135,382",일반전기전자
KR7058400003,058400,케이엔엔,KNN,KOREA NEW NETWORK CORPORATION,2010/11/03,KOSDAQ,주권,우량기업부,보통주,500,"132,429,720",통신방송서비스
KR7272110008,272110,케이엔제이,케이엔제이,"KnJ Co., Ltd.",2019/10/25,KOSDAQ,주권,벤처기업부,보통주,500,"7,945,395",기계·장비
KR7039420005,039420,케이엘넷,케이엘넷,KL-Net Corp.,2002/03/12,KOSDAQ,주권,중견기업부,보통주,500,"24,154,730",통신방송서비스
KR7083550004,083550,케이엠,케이엠,KM CORPORATION,2005/12/20,KOSDAQ,주권,우량기업부,보통주,500,"11,251,616",섬유·의류
KR7032500001,032500,케이엠더블유,케이엠더블유,KMW CO. LTD,2000/03/21,KOSDAQ,주권,우량기업부,보통주,500,"39,820,883",IT H/W
KR7225430008,225430,케이엠제약,케이엠제약,"KMPHARMACEUTICAL Co.,Ltd.",2015/10/08,KOSDAQ,주권,벤처기업부,보통주,100,"27,887,050",화학
KR7102370004,102370,케이옥션,케이옥션,K Auction Inc.,2022/01/24,KOSDAQ,주권,기술성장기업부,보통주,500,"27,174,135",유통
KR7092220003,092220,케이이씨 보통주,KEC,KEC Corporation,2006/10/16,KOSPI,주권,,보통주,500,"144,763,141",전기전자
KR7046440004,046440,케이지모빌리언스,KG모빌리언스,"KGMobilians Co., Ltd.",2004/12/14,KOSDAQ,주권,우량기업부,보통주,500,"38,825,568",IT S/W & SVC
KR7035600006,035600,케이지이니시스,KG이니시스,"KGINICIS CO.,LTD.",2002/11/22,KOSDAQ,주권,우량기업부,보통주,500,"27,904,434",IT S/W & SVC
KR7151860004,151860,케이지이티에스,KG ETS,"KG Eco Technology Services Co., Ltd.",2013/07/24,KOSDAQ,주권,우량기업부,보통주,500,"36,000,000",기타서비스
KR7381970003,381970,케이카보통주,케이카,K Car,2021/10/13,KOSPI,주권,,보통주,500,"48,086,533",유통업
KR7145270005,145270,케이탑리츠보통주,케이탑리츠,KTOPREITs,2012/01/31,KOSPI,부동산투자회사,,보통주,"1,000","48,060,774",서비스업
KR7030200000,030200,케이티보통주,KT,KTCorporation,1998/12/23,KOSPI,주권,,보통주,"5,000","261,111,808",통신업
KR7060370004,060370,케이티서브마린,KT서브마린,"KT Submarine Co., Ltd.",2002/02/15,KOSDAQ,주권,중견기업부,보통주,"1,000","25,938,232",건설
KR7053210001,053210,케이티스카이라이프,스카이라이프,"KT Skylife Co., Ltd.",2011/06/03,KOSPI,주권,,보통주,"2,500","47,821,966",서비스업
KR7058850009,058850,케이티씨에스보통주,KTcs,ktcs corporation,2010/09/16,KOSPI,주권,,보통주,500,"42,685,000",서비스업
KR7058860008,058860,케이티아이에스보통주,KTis,ktis Corporation,2010/12/17,KOSPI,주권,,보통주,500,"34,802,000",서비스업
KR7036030005,036030,케이티알파,케이티알파,kt alpha,1999/12/24,KOSDAQ,주권,중견기업부,보통주,"1,000","49,019,283",유통
KR7033780008,033780,케이티앤지보통주,KT&G,KT&G Corporation,1999/10/08,KOSPI,주권,,보통주,"5,000","137,292,497",기타제조업
KR7064820004,064820,케이프,케이프,CAPE INDUSTRIES LTD.,2007/05/29,KOSDAQ,주권,중견기업부,보통주,500,"30,901,728",운송장비·부품
KR7256940008,256940,케이피에스,케이피에스,KPS Corporation,2017/09/06,KOSDAQ,주권,벤처기업부,보통주,500,"18,748,658",IT H/W
KR7024880007,024880,케이피에프,케이피에프,KPF,1994/12/29,KOSDAQ,주권,중견기업부,보통주,500,"19,926,733",금속
KR7114450000,114450,케이피엑스라이프사이언스,KPX생명과학,"KPX LIFESCIENCE CO., LTD.",2009/12/22,KOSDAQ,주권,중견기업부,보통주,500,"15,000,000",제약
KR7042040006,042040,케이피엠테크,케이피엠테크,"KPM TECH CO., LTD.",2003/01/07,KOSDAQ,주권,중견기업부,보통주,100,"162,839,307",화학
KR7054410006,054410,케이피티유,케이피티유,"Korea Plasma Technology U Co.,Ltd",2002/04/25,KOSDAQ,주권,벤처기업부,보통주,500,"5,060,000",금속
KR7258610005,258610,케일럼,케일럼,CAELUM,2017/08/22,KOSDAQ,주권,벤처기업부,보통주,500,"22,146,762",금속
KR7274090000,274090,켄코아에어로스페이스,켄코아에어로스페이스,Kencoa Aerospace Corporation,2020/03/03,KOSDAQ,주권,기술성장기업부,보통주,500,"12,247,648",운송장비·부품
KR7402420004,402420,켈스,켈스,CALTH,2021/11/30,KONEX,주권,일반기업부,보통주,500,"2,226,540",#N/A
KR7089010003,089010,켐트로닉스,켐트로닉스,"CHEMTRONICS Co., Ltd.",2007/01/17,KOSDAQ,주권,우량기업부,보통주,500,"14,858,157",화학
KR7220260004,220260,켐트로스,켐트로스,"Chemtros Co., Ltd.",2015/07/27,KOSDAQ,주권,벤처기업부,보통주,100,"26,558,307",화학
KR7176590008,176590,코나솔,코나솔,KONASOL,2022/06/15,KONEX,주권,일반기업부,보통주,500,"5,823,333",#N/A
KR7052400009,052400,코나아이,코나아이,"KONA I CO.,LTD.",2001/10/18,KOSDAQ,주권,우량기업부,보통주,500,"14,999,999",IT S/W & SVC
KR7402030001,402030,코난테크놀로지,코난테크놀로지,KONAN TECHNOLOGY INCORPORATION,2022/07/07,KOSDAQ,주권,기술성장기업부,보통주,500,"5,680,444",IT S/W & SVC
KR7391710001,391710,코닉오토메이션,코닉오토메이션,Kornic Automation,2021/10/15,KOSDAQ,주권,중견기업부,보통주,100,"40,213,222",IT S/W & SVC
KR7046070009,046070,코다코,코다코,"KODACO CO., LTD",2000/12/26,KOSDAQ,주권,중견기업부,보통주,500,"39,064,256",운송장비·부품
KR7047770003,047770,코데즈컴바인,코데즈컴바인,"Codes Combine Co.,Ltd.",2001/09/18,KOSDAQ,주권,중견기업부,보통주,500,"37,842,602",섬유·의류
KR7078940004,078940,코드네이처,코드네이처,CODENATURE INC.,2004/08/27,KOSDAQ,주권,중견기업부,보통주,500,"45,609,680",건설
KR7080530009,080530,코디,코디,"KODI Co.,LTD.",2010/01/05,KOSDAQ,주권,벤처기업부,보통주,500,"28,291,298",화학
KR7417310000,417310,코람코더원리츠보통주,코람코더원리츠,KORAMCO THE ONE REIT,2022/03/28,KOSPI,부동산투자회사,,보통주,500,"40,400,000",서비스업
KR7357120005,357120,코람코에너지플러스리츠보통주,코람코에너지리츠,KORAMCO ENERGY PLUS REIT,2020/08/31,KOSPI,부동산투자회사,,보통주,500,"88,534,474",서비스업
KR7104540000,104540,코렌텍,코렌텍,"Corentec Co., Ltd.",2013/03/05,KOSDAQ,주권,기술성장기업부,보통주,500,"12,348,320",의료·정밀기기
KR7027050004,027050,코리아나화장품,코리아나,"COREANA COSMETICS CO.,LTD",1999/12/10,KOSDAQ,주권,중견기업부,보통주,500,"40,000,000",화학
KR7007811003,007815,코리아써키트1우선주,코리아써우,KoreaCircuit(1P),1989/07/04,KOSPI,주권,,구형우선주,500,"2,964,690",전기전자
KR700781K015,00781K,코리아써키트2우선주(신형),코리아써키트2우B,KOREA CIRCUIT(2PB),2013/06/17,KOSPI,주권,,종류주권,500,"783,699",전기전자
KR7007810005,007810,코리아써키트보통주,코리아써키트,KoreaCircuit,1985/09/09,KOSPI,주권,,보통주,500,"23,620,751",전기전자
KR7190650002,190650,코리아에셋투자증권,코리아에셋투자증권,"KOREA ASSET INVESTMENT SECURITIES CO.,LTD.",2019/11/20,KOSDAQ,주권,우량기업부,보통주,"5,000","6,388,000",금융
KR7123410003,123410,코리아에프티,코리아에프티,KOREA FUEL-TECH CORPORATION,2010/08/27,KOSDAQ,주권,우량기업부,보통주,100,"27,841,064",운송장비·부품
KR7003690005,003690,코리안리재보험보통주,코리안리,Korean Reinsurance Company,1969/12/22,KOSPI,주권,,보통주,500,"140,822,939",금융업
KR7036690006,036690,코맥스,코맥스,"COMMAX Co.,Ltd.",2000/01/18,KOSDAQ,주권,중견기업부,보통주,500,"15,593,077",IT H/W
KR7049430002,049430,코메론,코메론,KOMELON CORPORATION,2001/01/16,KOSDAQ,주권,우량기업부,보통주,500,"9,048,000",의료·정밀기기
KR7183300003,183300,코미코,코미코,KoMiCo Ltd.,2017/03/23,KOSDAQ GLOBAL,주권,우량기업부,보통주,500,"10,020,447",IT H/W
KR7041960006,041960,코미팜,코미팜,"KOMIPHARM INTERNATIONAL CO., LTD.",2001/10/30,KOSDAQ,주권,벤처기업부,보통주,100,"64,185,876",제약
KR7089890008,089890,코세스,코세스,"KOSES Co.,Ltd",2006/11/08,KOSDAQ,주권,우량기업부,보통주,500,"16,584,962",IT H/W
KR7009730003,009730,코센,코센,"KOSSEN Co.,Ltd.",1990/07/27,KOSDAQ,주권,관리종목(소속부없음),보통주,500,"25,190,018",금속
KR7082660002,082660,코스나인,코스나인,"Cosnine Co., Ltd",2005/10/05,KOSDAQ,주권,투자주의환기종목(소속부없음),보통주,500,"60,882,252",화학
KR7192820009,192820,코스맥스보통주,코스맥스,"COSMAX, INC.",2014/04/07,KOSPI,주권,,보통주,500,"11,349,509",화학
KR7044820009,044820,코스맥스비티아이 주식회사 보통주,코스맥스비티아이,COSMAX BTI,2006/11/13,KOSPI,주권,,보통주,500,"9,603,921",금융업
KR7222040008,222040,코스맥스엔비티,코스맥스엔비티,"COSMAX NBT, INC.",2015/12/16,KOSDAQ,주권,중견기업부,보통주,500,"20,628,000",음식료·담배
KR7241710003,241710,코스메카코리아,코스메카코리아,"COSMECCA KOREA CO.,LTD.",2016/10/28,KOSDAQ,주권,우량기업부,보통주,500,"10,680,000",화학
KR7005070008,005070,코스모신소재보통주,코스모신소재,CosmoAM&T,1987/09/28,KOSPI,주권,,보통주,"1,000","30,650,756",화학
KR7005420005,005420,코스모화학보통주,코스모화학,COSMOCHEMICALCO,1987/07/23,KOSPI,주권,,보통주,"1,000","35,008,228",화학
KR7069110005,069110,코스온,코스온,"COSON Co., Ltd.",2003/10/14,KOSDAQ,주권,투자주의환기종목(소속부없음),보통주,500,"23,940,660",화학
KR7169670007,169670,코스텍시스템,코스텍시스템,Kostek Systems,2022/01/21,KONEX,주권,일반기업부,보통주,500,"2,868,401",#N/A
KR7071950000,071950,코아스보통주,코아스,KOAS,2005/08/04,KOSPI,주권,,보통주,500,"30,907,210",기타제조업
KR7166480004,166480,코아스템켐온,코아스템켐온,CORESTEMCHEMON,2015/06/26,KOSDAQ,주권,기술성장기업부,보통주,500,"32,870,376",제약
KR7045970001,045970,코아시아,코아시아,CoAsia Corporation,2000/08/03,KOSDAQ,주권,중견기업부,보통주,500,"26,314,876",IT H/W
KR7196450001,196450,코아시아옵틱스,코아시아옵틱스,CoAsia Optics,2014/06/02,KOSDAQ,주권,중견기업부,보통주,"1,000","41,232,626",의료·정밀기기
KR7029960002,029960,코엔텍,코엔텍,"Korea Environment Technology Co., LTD.",2004/06/18,KOSDAQ,주권,우량기업부,보통주,500,"50,000,000",기타서비스
KR7002021004,002025,코오롱1우선주,코오롱우,KOLON CORPORATION(1P),1989/08/22,KOSPI,주권,,구형우선주,"5,000","1,076,390",금융업
KR7003071008,003075,코오롱글로벌1우선주,코오롱글로벌우,KolonGlobalCorporation(1P),1989/12/11,KOSPI,주권,,구형우선주,"5,000","986,349",건설업
KR7003070000,003070,코오롱글로벌보통주,코오롱글로벌,KolonGlobalCorporation,1978/09/15,KOSPI,주권,,보통주,"5,000","25,210,438",건설업
KR7002020006,002020,코오롱보통주,코오롱,KOLON CORPORATION,1975/06/23,KOSPI,주권,,보통주,"5,000","12,626,426",금융업
KR7102940004,102940,코오롱생명과학,코오롱생명과학,KOLON LIFE SCIENCE Inc.,2009/04/07,KOSDAQ,주권,관리종목(소속부없음),보통주,500,"11,412,356",제약
KR7120111000,120115,코오롱인더스트리1우선주,코오롱인더우,KOLON INDUSTRIES(1P),2010/02/01,KOSPI,주권,,구형우선주,"5,000","2,767,860",화학
KR7120110002,120110,코오롱인더스트리보통주,코오롱인더,KOLON INDUSTRIES,2010/02/01,KOSPI,주권,,보통주,"5,000","27,519,091",화학
KR8840120008,950160,코오롱티슈진,코오롱티슈진,"Kolon TissueGene, Inc.",2017/11/06,KOSDAQ,주식예탁증권,관리종목(소속부없음),보통주,0,"68,890,050",제약
KR7138490008,138490,코오롱플라스틱보통주,코오롱플라스틱,"KOLON PLASTICS, INC.",2011/06/15,KOSPI,주권,,보통주,"1,000","38,000,000",화학
KR7056000003,056000,코원플레이,코원플레이,COWON PLAY,2003/07/11,KOSDAQ,주권,투자주의환기종목(소속부없음),보통주,500,"19,720,225",IT S/W & SVC
KR7021240007,021240,코웨이보통주,코웨이,COWAY,2001/08/07,KOSPI,주권,,보통주,500,"73,799,619",서비스업
KR7033290008,033290,코웰패션,코웰패션,"COWELL FASHION CO.,LTD",1997/10/13,KOSDAQ,주권,우량기업부,보통주,500,"88,500,234",유통
KR7056360001,056360,코위버,코위버,"COWEAVER Co.,Ltd.",2001/12/04,KOSDAQ,주권,우량기업부,보통주,500,"9,796,800",IT H/W
KR7282880004,282880,코윈테크,코윈테크,"COWINTECH Co., Ltd",2019/08/05,KOSDAQ,주권,우량기업부,보통주,500,"9,750,373",기계·장비
KR7121850002,121850,코이즈,코이즈,"KOYJ.CO.,LTD",2012/09/27,KOSDAQ,주권,벤처기업부,보통주,500,"30,614,175",IT H/W
KR7015710007,015710,코콤,코콤,"KOCOM CO., LTD",1997/09/30,KOSDAQ,주권,우량기업부,보통주,500,"17,530,500",IT H/W
KR7052330008,052330,코텍,코텍,KORTEK CORPORATION,2001/07/10,KOSDAQ,주권,중견기업부,보통주,500,"15,574,552",IT H/W
KR7322780008,322780,코퍼스코리아,코퍼스코리아,"COPUS KOREA Co., Ltd.",2019/05/31,KOSDAQ,주권,벤처기업부,보통주,100,"36,232,911",오락·문화
KR7036420008,036420,콘텐트리중앙보통주,콘텐트리중앙,ContentreeJoongAng corp.,2019/10/18,KOSPI,주권,,보통주,"5,000","19,262,308",서비스업
KR7200130003,200130,콜마비앤에이치,콜마비앤에이치,"KolmarBNH Co., Ltd",2014/07/23,KOSDAQ GLOBAL,주권,우량기업부,보통주,500,"29,543,558",제약
KR7031820004,031820,콤텍시스템보통주,콤텍시스템,ComtecSystems,1997/02/12,KOSPI,주권,,보통주,500,"121,051,466",서비스업
KR7294570007,294570,쿠콘,쿠콘,coocon Corporation,2021/04/28,KOSDAQ,주권,벤처기업부,보통주,500,"10,254,685",IT S/W & SVC
KR7192400000,192400,쿠쿠홀딩스보통주,쿠쿠홀딩스,"Cuckoo Holdings Co.,Ltd",2014/08/06,KOSPI,주권,,보통주,100,"35,562,185",금융업
KR7284740008,284740,쿠쿠홈시스보통주,쿠쿠홈시스,CUCKOO HOMESYS,2018/01/11,KOSPI,주권,,보통주,100,"22,437,330",서비스업
KR7317690006,317690,퀀타매트릭스,퀀타매트릭스,QuantaMatrix Incorporated,2020/12/09,KOSDAQ,주권,기술성장기업부,보통주,500,"16,479,411",의료·정밀기기
KR7365270008,365270,큐라클,큐라클,"curacle co., ltd.",2021/07/22,KOSDAQ,주권,기술성장기업부,보통주,500,"13,845,968",기타서비스
KR7086460003,086460,큐러블,큐러블,Cur,2013/07/01,KONEX,주권,일반기업부,보통주,500,"2,235,034",#N/A
KR7060280005,060280,큐렉소,큐렉소,"CUREXO, INC.",2002/07/03,KOSDAQ,주권,중견기업부,보통주,500,"38,907,090",유통
KR7015590003,015590,큐로보통주,큐로,CURO,1989/05/27,KOSPI,주권,,보통주,500,"231,211,638",기계
KR7040350001,040350,큐로컴,큐로컴,"CUROCOM Co.,Ltd",2002/01/10,KOSDAQ,주권,벤처기업부,보통주,500,"125,973,472",IT S/W & SVC
KR7051780005,051780,큐로홀딩스,큐로홀딩스,"CUROHOLDINGS Co., Ltd.",2001/06/26,KOSDAQ,주권,중견기업부,보통주,500,"124,422,450",유통
KR7115180002,115180,큐리언트,큐리언트,"Qurient Co., Ltd.",2016/02/29,KOSDAQ,주권,중견기업부,보통주,500,"12,166,256",기타서비스
KR7182360008,182360,큐브엔터테인먼트,큐브엔터,"CUBE ENTERTAINMENT, INC.",2013/11/21,KOSDAQ,주권,중견기업부,보통주,500,"13,804,687",오락·문화
KR7405100009,405100,큐알티,큐알티,Quality Reliability Technology Inc.,2022/11/02,KOSDAQ,주권,벤처기업부,보통주,500,"11,953,668",기타서비스
KR7066310004,066310,큐에스아이,큐에스아이,"Q.S.I Co., Ltd.",2006/11/24,KOSDAQ,주권,벤처기업부,보통주,500,"9,271,621",IT H/W
KR7136660008,136660,큐엠씨,큐엠씨,QMC,2014/07/01,KONEX,주권,일반기업부,보통주,500,"9,443,800",#N/A
KR7016600009,016600,큐캐피탈파트너스,큐캐피탈,"Q Capital Partners Co., Ltd.",1993/06/21,KOSDAQ,주권,중견기업부,보통주,500,"178,247,112",금융
KR726490K013,26490K,크라운제과1우선주,크라운제과우,CROWN(1P),2017/04/11,KOSPI,주권,,신형우선주,200,"773,560",음식료품
KR7264900002,264900,크라운제과보통주,크라운제과,CROWN,2017/04/11,KOSPI,주권,,보통주,200,"12,523,850",음식료품
KR7005741004,005745,크라운해태홀딩스1우선주,크라운해태홀딩스우,CROWNHAITAI Holdings(1P),1994/11/22,KOSPI,주권,,구형우선주,500,"600,726",금융업
KR7005740006,005740,크라운해태홀딩스보통주,크라운해태홀딩스,CROWNHAITAI Holdings,1976/06/30,KOSPI,주권,,보통주,500,"14,847,347",금융업
KR7259960003,259960,크래프톤보통주,크래프톤,KRAFTON,2021/08/10,KOSPI,주권,,보통주,100,"49,237,290",서비스업
KR7096240007,096240,크레버스,크레버스,Creverse,2008/06/27,KOSDAQ,주권,우량기업부,보통주,500,"11,543,764",기타서비스
KR7215570003,215570,크로넥스,크로넥스,CRONEX,2015/12/28,KONEX,주권,일반기업부,보통주,500,"5,078,057",#N/A
KR7043590009,043590,크로바하이텍,크로바하이텍,"CLOVER HITECHNOLOGY CO., LTD",2001/12/20,KOSDAQ,주권,중견기업부,보통주,500,"35,755,643",IT H/W
KR7114120009,114120,크루셜텍,크루셜텍,"Crucialtec Co., Ltd.",2010/07/21,KOSDAQ,주권,관리종목(소속부없음),보통주,"1,000","2,296,131",IT H/W
KR7110790003,110790,크리스에프앤씨,크리스에프앤씨,"CreaS F&C Co., Ltd.",2018/10/01,KOSDAQ,주권,우량기업부,보통주,"1,000","11,715,480",섬유·의류
KR7083790006,083790,크리스탈지노믹스,크리스탈지노믹스,CrystalGenomics,2006/01/06,KOSDAQ,주권,기술성장기업부,보통주,500,"70,746,486",기타서비스
KR7045520004,045520,크린앤사이언스,크린앤사이언스,"Clean & Science Co., Ltd",2000/12/05,KOSDAQ,주권,우량기업부,보통주,500,"6,500,000",기계·장비
KR7036170009,036170,클라우드에어,클라우드에어,"Cloud Air Co.,Ltd.",1999/12/21,KOSDAQ,주권,중견기업부,보통주,"1,000","61,365,626",IT H/W
