표준코드,ticker,한글종목명,name,start_date,기초지수명,지수산출기관,기초자산분류
KR7214980005,214980,삼성KODEX단기채권PLUS증권상장지수투자신탁[채권],KODEX 단기채권PLUS,2015/03/03,KRW Cash PLUS 지수(총수익),한국자산평가(KAP),채권
KR7153130000,153130,삼성KODEX단기채권증권상장지수투자신탁[채권],KODEX 단기채권,2012/02/22,KRW Cash 지수(총수익),FnGuide,채권
KR7122630007,122630,삼성KODEX레버리지증권상장지수투자신탁[주식-파생형],KODEX 레버리지,2010/02/22,코스피 200,KRX,주식
KR7185680006,185680,삼성KODEX미국바이오테크증권상장지수투자신탁[주식-파생형](합성),KODEX 미국S&P바이오(합성),2013/10/31,S&P Biotechnology Select Industry Index,S&P,주식
KR7140700006,140700,삼성KODEX보험증권상장지수투자신탁[주식],KODEX 보험,2011/04/26,KRX 보험,KRX,주식
KR7213610009,213610,삼성KODEX삼성그룹밸류증권상장지수투자신탁[주식],KODEX 삼성그룹밸류,2015/01/08,WISE 삼성그룹 밸류 인덱스,WiseFn,주식
KR7117460006,117460,삼성KODEX에너지화학증권상장지수투자신탁[주식],KODEX 에너지화학,2009/10/12,KRX 에너지화학,KRX,주식
KR7140710005,140710,삼성KODEX운송증권상장지수투자신탁[주식],KODEX 운송,2011/04/26,KRX 운송,KRX,주식
KR7114800006,114800,삼성KODEX인버스증권상장지수투자신탁[주식-파생형],KODEX 인버스,2009/09/16,코스피 200 선물지수,KRX,주식
KR7117680009,117680,삼성KODEX철강증권상장지수투자신탁[주식],KODEX 철강,2009/10/30,KRX 철강,KRX,주식
KR7411540008,411540,신한 SOL 200 Top10증권상장지수투자신탁[주식],SOL 200 Top10,2021/12/09,코스피 200 Top 10 지수,KRX,주식
KR7295040000,295040,신한 SOL 200 Total Return증권상장지수투자신탁[주식],SOL 200TR,2018/04/23,코스피 200 TR,KRX,주식
KR7449540004,449540,신한 SOL 24-06 국고채액티브증권상장지수투자신탁[채권],SOL 24-06 국고채액티브,2022/12/16,KAP 24-06 무위험채권 총수익 지수,한국자산평가(KAP),채권
KR7444200000,444200,신한 SOL KEDI메가테크액티브증권상장지수투자신탁[주식],SOL KEDI메가테크액티브,2022/10/18,KEDI 메가테크지수(PR),한국경제신문,주식
KR7363510009,363510,신한 SOL KIS단기통안채증권상장지수투자신탁[채권],SOL KIS단기통안채,2020/09/09,KIS 단기통안채 Index(총수익),KIS 채권평가,채권
KR7292500006,292500,신한 SOL KRX300증권상장지수투자신탁[주식],SOL KRX300,2018/03/26,KRX 300,KRX,주식
KR7404650004,404650,신한 SOL KRX기후변화솔루션증권상장지수투자신탁[주식],SOL KRX기후변화솔루션,2021/10/29,KRX 기후변화 솔루션지수,KRX,주식
KR7438570004,438570,신한 SOL 국고채10년증권상장지수투자신탁[채권],SOL 국고채10년,2022/09/06,KAP 국고채10년지수(총수익지수),한국자산평가(KAP),채권
KR7438560005,438560,신한 SOL 국고채3년증권상장지수투자신탁[채권],SOL 국고채3년,2022/09/06,KAP 국고채3년지수(총수익지수),한국자산평가(KAP),채권
KR7400590006,400590,신한 SOL 글로벌탄소배출권선물IHS특별자산ETF[탄소배출권-파생형](합성),SOL 글로벌탄소배출권선물IHS(합성),2021/09/30,IHS Markit Global Carbon Index(Total Return),Markit,기타
KR7433330008,433330,신한 SOL 미국S&P500 증권상장지수투자신탁[주식],SOL 미국S&P500,2022/06/21,S&P 500,S&P,주식
KR7399110006,399110,신한 SOL 미국S&P500ESG증권상장지수투자신탁[주식],SOL 미국S&P500ESG,2021/09/14,S&P500 ESG(PR),S&P,주식
KR7447620006,447620,신한 SOL 미국TOP5채권혼합40 Solactive증권상장지수투자신탁[채권혼합],SOL 미국TOP5채권혼합40 Solactive,2022/11/29,Solactive US TOP5 Balanced40 Index,Solactive,혼합자산
KR7446720005,446720,신한 SOL 미국배당다우존스증권상장지수투자신탁[주식],SOL 미국배당다우존스,2022/11/15,Dow Jones U.S. Dividend 100 Price Return Index,S&P,주식
KR7400580007,400580,신한 SOL 유럽탄소배출권선물S&P특별자산상장지수투자신탁[탄소배출권-파생형](H),SOL 유럽탄소배출권선물S&P(H),2021/09/30,S&P GSCI Carbon Emission Allowances(EUA)(EUR)ER,S&P,기타
KR7220130009,220130,신한 SOL 차이나강소기업CSI500증권상장지수투자신탁(주식-파생형)(합성 H),SOL 차이나강소기업CSI500(합성 H),2015/06/08,CSI 500 지수,CSI,주식
KR7415760008,415760,신한 SOL 차이나육성산업액티브증권상장지수투자신탁[주식혼합-파생형](합성),SOL 차이나육성산업액티브(합성),2022/01/13,STAR 50 Index(Price Return),CSI,주식
KR7413220005,413220,신한 SOL 차이나태양광CSI증권상장지수투자신탁[주식혼합-파생형](합성),SOL 차이나태양광CSI(합성),2021/12/22,CSI Photovoltaic Industry Index(PR),CSI,주식
KR7423170000,423170,신한 SOL 한국형글로벌반도체액티브증권상장지수투자신탁[주식-파생형],SOL 한국형글로벌반도체액티브,2022/04/12,S&P Global Semiconductor Korea Tilted Index(PR),S&P,주식
KR7429980006,429980,신한 SOL 한국형글로벌전기차&2차전지액티브증권상장지수투자신탁[주식-파생형],SOL 한국형글로벌전기차&2차전지액티브,2022/06/14,FactSet Global Electric Vehicle and Rechargeable Battery Korea-Tilted Index(PR),FACTSET,주식
KR7429990005,429990,신한 SOL 한국형글로벌플랫폼&메타버스액티브증권상장지수투자신탁[주식-파생형],SOL 한국형글로벌플랫폼&메타버스액티브,2022/06/14,Dow Jones Internet Korea Tilted Index(PR),S&P,주식
KR7436140008,436140,신한 SOL종합채권(AA-이상)액티브증권상장지수투자신탁[채권],SOL 종합채권(AA-이상)액티브,2022/08/09,"KAP K-종합채권지수(AA-이상, 총수익)",한국자산평가(KAP),채권
KR7433220001,433220,에셋플러스 에셋플러스 글로벌대장장이액티브증권상장지수투자신탁(주식),에셋플러스 글로벌대장장이액티브,2022/06/28,S&P 500,S&P,주식
KR7407830009,407830,에셋플러스 에셋플러스 글로벌플랫폼액티브증권상장지수투자신탁(주식),에셋플러스 글로벌플랫폼액티브,2021/11/16,S&P 500,S&P,주식
KR7442090007,442090,에셋플러스 에셋플러스 코리아대장장이액티브증권상장지수투자신탁(주식),에셋플러스 코리아대장장이액티브,2022/09/20,FnGuide 대장장이 지수(Price Return),FnGuide,주식
KR7407820000,407820,에셋플러스 에셋플러스 코리아플랫폼액티브증권상장지수투자신탁(주식),에셋플러스 코리아플랫폼액티브,2021/11/16,FnGuide 플랫폼 지수(Price Return),FnGuide,주식
KR7448100008,448100,우리 WOORI 200증권상장지수투자신탁(주식),WOORI 200,2022/12/16,코스피 200,KRX,주식
KR7413930009,413930,우리 WOORI AI ESG액티브증권상장지수투자신탁(주식),WOORI AI ESG액티브,2022/01/05,MK-iSelect AI ESG 지수(시장가격지수),NH투자증권,주식
KR7426150009,426150,우리 WOORI 대한민국국고채액티브증권상장지수투자신탁(채권),WOORI 대한민국국고채액티브,2022/05/11,KAP 한국 국고채 총수익 지수,한국자산평가(KAP),채권
KR7444490007,444490,우리 WOORI 미국S&P500증권상장지수투자신탁(주식),WOORI 미국S&P500,2022/10/06,S&P 500,S&P,주식
KR7440910008,440910,우리 WOORI 미국S&P우주항공&디펜스증권상장지수투자신탁(주식),WOORI 미국S&P우주항공&디펜스,2022/08/26,S&P Aerospace & Defense Select Industry Index(PR),S&P,주식
KR7108590001,108590,유리 TREX200 증권상장지수투자신탁[주식],TREX 200,2009/01/23,코스피 200,KRX,주식
KR7145850004,145850,유리 TREX펀더멘탈200 증권상장지수투자신탁[주식],TREX 펀더멘탈 200,2011/09/23,FnGuide-RAFI 코리아200 지수,FnGuide,주식
KR7153270004,153270,키움 KOSEF 100 증권상장지수투자신탁(주식),KOSEF 코스피100,2012/02/28,코스피 100,KRX,주식
KR7167860006,167860,키움 KOSEF 10년 국고채 레버리지 증권상장지수투자신탁[채권-파생형],KOSEF 국고채10년레버리지,2012/10/30,KIS 10년 국고채 지수 (총수익),KIS 채권평가,채권
KR7148070006,148070,키움 KOSEF 10년 국고채 증권상장지수투자신탁[채권],KOSEF 국고채10년,2011/10/20,KIS 10년 국고채 지수 (총수익),KIS 채권평가,채권
KR7294400007,294400,키움 KOSEF 200 Total Return증권상장지수투자신탁[주식],KOSEF 200TR,2018/04/23,코스피 200 TR,KRX,주식
KR7069660009,069660,키움 KOSEF 200 상장지수증권투자신탁[주식],KOSEF 200,2002/10/14,코스피 200,KRX,주식
KR7253250005,253250,키움 KOSEF 200선물레버리지증권상장지수투자신탁(주식-파생형),KOSEF 200선물레버리지,2016/09/12,코스피 200 선물지수,KRX,주식
KR7253230007,253230,키움 KOSEF 200선물인버스2X증권상장지수투자신탁(주식-파생형),KOSEF 200선물인버스2X,2016/09/22,코스피 200 선물지수,KRX,주식
KR7253240006,253240,키움 KOSEF 200선물인버스증권상장지수투자신탁(주식-파생형),KOSEF 200선물인버스,2016/09/12,코스피 200 선물지수,KRX,주식
KR7331910000,331910,키움 KOSEF Fn중소형증권상장지수투자신탁[주식],KOSEF Fn중소형,2019/08/13,FnGuide-키움 스마트 중소형주 지수,FnGuide,주식
KR7100910009,100910,키움 KOSEF KRX100 상장지수증권투자신탁[주식],KOSEF KRX100,2008/01/23,KRX 100,KRX,주식
KR7200250009,200250,키움 KOSEF NIFTY50인디아증권상장지수투자신탁[주식-파생형](합성),KOSEF 인도Nifty50(합성),2014/06/26,Nifty 50 Index,IISL(India Index Services and Products Ltd),주식
KR7450120001,450120,키움 KOSEF SK그룹대표주증권상장지수투자신탁[주식],KOSEF SK그룹대표주,2022/12/23,FnGuide SK그룹대표주 지수,FnGuide,주식
KR7104530001,104530,키움 KOSEF 고배당 상장지수증권투자신탁[주식],KOSEF 고배당,2008/07/29,MKF 웰스 고배당20,FnGuide,주식
KR7114470008,114470,키움 KOSEF 국고채 상장지수증권투자신탁[채권],KOSEF 국고채3년,2009/07/31,KTB INDEX(시장가격),KRX,채권
KR7130730005,130730,키움 KOSEF 단기자금 증권상장지수투자신탁[채권],KOSEF 단기자금,2010/07/29,MK 머니마켓 지수(총수익),KIS 채권평가,채권
KR7411860000,411860,키움 KOSEF 독일DAX증권상장지수투자신탁[주식],KOSEF 독일DAX,2021/12/22,DAX Index(PR),Qontigo,주식
KR7394340004,394340,키움 KOSEF 릭소글로벌디지털경제MSCI증권상장지수투자신탁[주식-재간접형],KOSEF 릭소글로벌디지털경제MSCI,2021/07/20,MSCI ACWI IMI 디지털 이코노미 ESG 지수(시장가격),MSCI,주식
KR7394350003,394350,키움 KOSEF 릭소글로벌퓨처모빌리티MSCI증권상장지수투자신탁[주식-재간접형],KOSEF 릭소글로벌퓨처모빌리티MSCI,2021/07/20,MSCI ACWI IMI 퓨처모빌리티 ESG 지수(시장가격),MSCI,주식
KR7430500009,430500,키움 KOSEF 물가채KIS증권상장지수투자신탁[채권],KOSEF 물가채KIS,2022/05/31,KIS TIPS 지수(총수익),KIS 채권평가,채권
KR7426330007,426330,키움 KOSEF 미국ETF산업STOXX증권상장지수투자신탁[주식],KOSEF 미국ETF산업STOXX,2022/04/26,STOXX USA ETF Industry Index (KRW),Qontigo,주식
KR7449770007,449770,키움 KOSEF 미국S&P500증권상장지수투자신탁[주식],KOSEF 미국S&P500,2022/12/20,S&P 500,S&P,주식
KR7449780006,449780,키움 KOSEF 미국S&P500증권상장지수투자신탁[주식](H),KOSEF 미국S&P500(H),2022/12/20,S&P 500,S&P,주식
KR7139660005,139660,키움 KOSEF 미국달러선물 인버스 특별자산상장지수투자신탁[미국달러-파생형],KOSEF 미국달러선물인버스,2011/04/01,미국달러선물지수,KRX,통화
KR7138230008,138230,키움 KOSEF 미국달러선물 특별자산상장지수투자신탁[미국달러-파생형],KOSEF 미국달러선물,2011/02/24,미국달러선물지수,KRX,통화
KR7225800002,225800,키움 KOSEF 미국달러선물레버리지 특별자산상장지수투자신탁[미국달러-파생형],KOSEF 미국달러선물레버리지,2015/08/10,미국달러선물지수,KRX,통화
KR7230480006,230480,키움 KOSEF 미국달러선물인버스2X특별자산상장지수투자신탁(미국달러-파생형),KOSEF 미국달러선물인버스2X,2015/11/16,미국달러선물지수,KRX,통화
KR7373790005,373790,키움 KOSEF 미국방어배당성장나스닥증권상장지수투자신탁[주식],KOSEF 미국방어배당성장나스닥,2020/12/24,Nasdaq US Low Volatility Dividend Achievers Index,NASDAQ,주식
KR7104520002,104520,키움 KOSEF 블루칩 상장지수증권투자신탁[주식],KOSEF 블루칩,2008/07/29,MKF 블루칩,FnGuide,주식
KR7441330008,441330,키움 KOSEF 차이나A50커넥트MSCI증권상장지수투자신탁[주식-파생형],KOSEF 차이나A50커넥트MSCI,2022/09/20,MSCI China A50 Connect Index,MSCI,주식
KR7445930001,445930,키움 KOSEF 차이나A50커넥트레버리지MSCI증권ETF[주식혼합-파생형](합성 H),KOSEF 차이나A50커넥트레버리지MSCI(합성H),2022/10/25,MSCI China A50 Connect Index,MSCI,주식
KR7445950009,445950,키움 KOSEF 차이나A50커넥트인버스MSCI증권ETF[주식혼합-파생형](합성 H),KOSEF 차이나A50커넥트인버스MSCI(합성 H),2022/10/25,MSCI China A50 Connect Index,MSCI,주식
KR7291630002,291630,키움 KOSEF 코스닥150선물레버리지증권상장지수투자신탁(주식-파생형),KOSEF 코스닥150선물레버리지,2018/03/16,F-코스닥150 지수,KRX,주식
KR7291620003,291620,키움 KOSEF 코스닥150선물인버스증권상장지수투자신탁[주식-파생형],KOSEF 코스닥150선물인버스,2018/03/16,F-코스닥150 지수,KRX,주식
KR7316670009,316670,키움 KOSEF 코스닥150증권상장지수투자신탁[주식],KOSEF 코스닥150,2019/01/22,코스닥 150,KRX,주식
KR7122260003,122260,키움 KOSEF 통안채 상장지수증권투자신탁[채권],KOSEF 통안채1년,2010/01/14,MK 통안채지수(총수익),KIS 채권평가,채권
KR7435530001,435530,키움 히어로즈 TDF2030액티브증권상장지수투자신탁[혼합-재간접형],히어로즈 TDF2030액티브,2022/06/30,Dow Jones Target 2030 Index (Total Return),S&P,혼합자산
KR7435540000,435540,키움 히어로즈 TDF2040액티브증권상장지수투자신탁[혼합-재간접형],히어로즈 TDF2040액티브,2022/06/30,Dow Jones Target 2040 Index (Total Return),S&P,혼합자산
KR7435550009,435550,키움 히어로즈 TDF2050액티브증권상장지수투자신탁[혼합-재간접형],히어로즈 TDF2050액티브,2022/06/30,Dow Jones Target 2050 Index (Total Return),S&P,혼합자산
KR7437550007,437550,키움 히어로즈 글로벌리츠이지스액티브부동산상장지수투자신탁[REITs-재간접형],히어로즈 글로벌리츠이지스액티브,2022/07/29,S&P Global REIT Index,S&P,부동산
KR7419890009,419890,키움 히어로즈 단기채권ESG액티브증권상장지수투자신탁[채권],히어로즈 단기채권ESG액티브,2022/03/03,KIS ESG 9M~1.5Y,KIS 채권평가,채권
KR7429870009,429870,키움 히어로즈 리츠이지스액티브부동산상장지수투자신탁[REITs-재간접형],히어로즈 리츠이지스액티브,2022/05/24,iSelect 리츠 지수,NH투자증권,부동산
KR7441800000,441800,타임폴리오 TIMEFOLIO Korea플러스배당액티브증권상장지수투자신탁[주식],TIMEFOLIO Korea플러스배당액티브,2022/09/27,코스피 200,KRX,주식
KR7385720008,385720,타임폴리오 TIMEFOLIO Kstock액티브증권상장지수투자신탁[주식],TIMEFOLIO Kstock액티브,2021/05/25,코스피,KRX,주식
KR7410870000,410870,타임폴리오 TIMEFOLIO K컬처액티브증권상장지수투자신탁[주식],TIMEFOLIO K컬처액티브,2021/12/15,FnGuide K-컬처 지수,FnGuide,주식
KR7426020004,426020,타임폴리오 TIMEFOLIO 미국S&P500액티브증권상장지수투자신탁[주식-파생형],TIMEFOLIO 미국S&P500액티브,2022/05/11,S&P 500,S&P,주식
KR7426030003,426030,타임폴리오 TIMEFOLIO 미국나스닥100액티브증권상장지수투자신탁[주식-파생형],TIMEFOLIO 미국나스닥100액티브,2022/05/11,NASDAQ 100,NASDAQ,주식
KR7385710009,385710,타임폴리오 TIMEFOLIO 이노베이션액티브증권상장지수투자신탁[주식],TIMEFOLIO 이노베이션액티브,2021/05/25,KRX BBIG K-뉴딜지수,KRX,주식
KR7404120008,404120,타임폴리오 TIMEFOLIO 탄소중립액티브증권상장지수투자신탁[주식],TIMEFOLIO 탄소중립액티브,2021/10/29,KRX 기후변화 솔루션지수,KRX,주식
KR7168300002,168300,하나UBS KTOP KOSPI50 증권상장지수투자신탁[주식],KTOP 코스피50,2012/11/12,코스피 50,KRX,주식
KR7422260000,422260,한국밸류 VITA MZ소비액티브증권상장지수투자신탁(주식),VITA MZ소비액티브,2022/03/29,FnGuide MZ 소비 지수,FnGuide,주식
KR7332500008,332500,한국투자 ACE 200 Total Return증권상장지수투자신탁(주식),ACE 200TR,2019/08/28,코스피 200 TR,KRX,주식
KR7105190003,105190,한국투자 ACE 200 증권 상장지수투자신탁(주식),ACE 200,2008/09/25,코스피 200,KRX,주식
KR7448870006,448870,한국투자 ACE 23-12 회사채(AA-이상)액티브증권상장지수투자신탁(채권),ACE 23-12 회사채(AA-이상)액티브,2022/11/22,KIS 크레딧 2312만기형 총수익지수,KIS 채권평가,채권
KR7448880005,448880,한국투자 ACE 24-12 회사채(AA-이상)액티브증권상장지수투자신탁(채권),ACE 24-12 회사채(AA-이상)액티브,2022/11/22,KIS 크레딧 2412만기형 총수익지수,KIS 채권평가,채권
KR7385590005,385590,한국투자 ACE ESG액티브증권상장지수투자신탁(주식),ACE ESG액티브,2021/05/25,MSCI Korea Country ESG Leaders Custom Capped Price return Index,MSCI,주식
KR7380340000,380340,한국투자 ACE Fn5G플러스증권상장지수투자신탁(주식),ACE Fn5G플러스,2021/04/02,FnGuide 5G플러스 지수 (시장가격),FnGuide,주식
KR7414270009,414270,한국투자 ACE G2전기차&자율주행액티브증권상장지수투자신탁(주식),ACE G2전기차&자율주행액티브,2022/02/15,FactSet US-China Electric&Autonomous Vehicle Price Return Index,FACTSET,주식
KR7356540005,356540,한국투자 ACE KIS종합채권(AA-이상)액티브증권상장지수투자신탁(채권),ACE 종합채권(AA-이상)KIS액티브,2020/07/21,KIS 종합채권 AA-이상 총수익 지수(Total return Index),KIS 채권평가,채권
KR7411060007,411060,한국투자 ACE KRX금현물특별자산상장지수투자신탁(금),ACE KRX금현물,2021/12/15,KRX 금현물지수,KRX,원자재
KR7277540001,277540,한국투자 ACE S&P아시아TOP50증권상장지수투자신탁(주식),ACE 아시아TOP50S&P,2017/08/23,S&P ASIA50 Price Return Index,S&P,주식
KR7225130004,225130,한국투자 ACE 골드선물레버리지특별자산상장지수투자신탁(금-파생형)(합성 H),ACE 골드선물 레버리지(합성 H),2015/07/28,S&P GSCI GOLD Index Excess Return,S&P,원자재
KR7114460009,114460,한국투자 ACE 국고채 증권 상장지수투자신탁(채권),ACE 국고채3년,2009/07/31,KTB INDEX(시장가격),KRX,채권
KR7365780006,365780,한국투자 ACE 국고채10년증권상장지수투자신탁(채권),ACE 국고채10년,2020/10/15,KIS 10년 국고채 지수 (총수익),KIS 채권평가,채권
KR7299070003,299070,한국투자 ACE 국채선물10년인버스증권상장지수투자신탁(채권-파생형),ACE 국채선물10년인버스,2018/06/08,10년국채선물지수,KRX,채권
KR7299080002,299080,한국투자 ACE 국채선물3년인버스증권상장지수투자신탁(채권-파생형),ACE 국채선물3년인버스,2018/06/08,국채선물지수,KRX,채권
KR7411050008,411050,한국투자 ACE 글로벌메타버스테크액티브증권상장지수투자신탁(주식),ACE 글로벌메타버스테크액티브,2021/12/22,Bloomberg Global Digital Media & Tech Select Price Return Index,Bloomberg,주식
KR7446770000,446770,한국투자 ACE 글로벌반도체TOP4 Plus Solactive증권상장지수투자신탁(주식),ACE 글로벌반도체TOP4 Plus SOLACTIVE,2022/11/15,Solactive Global Semiconductor TOP4 Plus Price Return Index,Solactive,주식
KR7435040001,435040,한국투자 ACE 글로벌브랜드TOP10블룸버그증권상장지수투자신탁(주식),ACE 글로벌브랜드TOP10블룸버그,2022/06/28,Bloomberg Global Select Industry Leaders TOP10 Index(PR),Bloomberg,주식
KR7181480005,181480,한국투자 ACE 다우존스 미국 리츠부동산 상장지수투자신탁(파생형)(합성 H),ACE 미국다우존스리츠(합성 H),2013/08/01,Dow Jones U.S. Real Estate Index,S&P,부동산
KR7190620005,190620,한국투자 ACE 단기자금 증권 상장지수투자신탁(채권),ACE 단기통안채,2013/12/23,KIS MSB 단기지수(총수익),KIS 채권평가,채권
KR7440640001,440640,한국투자 ACE 단기채권알파액티브증권상장지수투자신탁(채권),ACE 단기채권알파액티브,2022/08/23,KIS 단기채권알파AA-이상 총수익지수,KIS 채권평가,채권
KR7265690008,265690,한국투자 ACE 러시아MSCI증권상장지수투자신탁(주식-파생형)(합성),ACE 러시아MSCI(합성),2017/03/21,MSCI Russia 25% Capped Price Return Index,MSCI,주식
KR7152500005,152500,한국투자 ACE 레버리지 증권상장지수투자신탁(주식-파생형),ACE 레버리지,2012/01/27,코스피 200,KRX,주식
KR7291130003,291130,한국투자 ACE 멕시코MSCI증권상장지수투자신탁(주식-파생형)(합성),ACE 멕시코MSCI(합성),2018/03/09,MSCI MEXICO IMI 25/50 Price return Index,MSCI,주식
KR7342140001,342140,한국투자 ACE 모닝스타싱가포르리츠30증권상장지수투자신탁(채권혼합-파생형),ACE 싱가포르리츠채권혼합모닝스타,2019/12/27,Morningstar Singapore REIT Yield Focus Income Protection Index,MorningStar,혼합자산
KR7280320003,280320,한국투자 ACE 미국IT인터넷증권상장지수투자신탁(주식-파생형)(합성 H),ACE 미국IT인터넷S&P(합성 H),2017/10/17,다우존스 인터넷 종합지수,S&P,주식
KR7360200000,360200,한국투자 ACE 미국S&P500증권상장지수투자신탁(주식),ACE 미국S&P500,2020/08/07,S&P 500,S&P,주식
KR7438080004,438080,한국투자 ACE 미국S&P500채권혼합액티브증권상장지수투자신탁(채권혼합),ACE 미국S&P500채권혼합액티브,2022/08/26,S&P500 and Short-Term Treasury 30/70 Blend Index,S&P,혼합자산
KR7309230001,309230,한국투자 ACE 미국WideMoat가치주증권상장지수투자신탁(주식),ACE 미국WideMoat가치주,2018/10/25,MorningStar Wide Moat Focus Index,MorningStar,주식
KR7402970008,402970,한국투자 ACE 미국고배당S&P증권상장지수투자신탁(주식),ACE 미국고배당S&P,2021/10/21,Dow Jones U.S. Dividend 100 Price Return Index,S&P,주식
KR7367380003,367380,한국투자 ACE 미국나스닥100증권상장지수투자신탁(주식),ACE 미국나스닥100,2020/10/29,NASDAQ 100,NASDAQ,주식
KR7438100000,438100,한국투자 ACE 미국나스닥100채권혼합액티브증권상장지수투자신탁(채권혼합),ACE 미국나스닥100채권혼합액티브,2022/08/26,NASDAQ-100 US T-Bills 30/70 Index,NASDAQ,혼합자산
KR7440650000,440650,한국투자 ACE 미국달러단기채권액티브증권상장지수투자신탁(채권),ACE 미국달러단기채권액티브,2022/08/23,Bloomberg Short-Term Treasury Total Return Index,Bloomberg,채권
KR7391590007,391590,한국투자 ACE 미국스팩&IPO INDXX증권상장지수투자신탁(주식),ACE 미국스팩&IPO INDXX,2021/08/05,Indxx SPAC & NEXTGEN IPO Price return Index,Indxx,주식
KR7391600004,391600,한국투자 ACE 미국친환경그린테마INDXX증권상장지수투자신탁(주식),ACE 미국친환경그린테마INDXX,2021/08/05,Indxx US Green Infrastructure Price return Index,Indxx,주식
KR7143460004,143460,한국투자 ACE 밸류대형 증권 상장지수투자신탁(주식),ACE 밸류대형,2011/06/21,FnGuide-RAFI 코리아 대형 지수,FnGuide,주식
KR7245710009,245710,한국투자 ACE 베트남VN30증권상장지수투자신탁(주식-파생형)(합성),ACE 베트남VN30(합성),2016/07/01,VN30 Index(PR),HOSE(Hochiminh Stock Exchange),주식
KR7371130006,371130,한국투자 ACE 블룸버그베트남VN30선물레버리지증권상장지수투자신탁(주식-파생형)(H),ACE 베트남VN30선물블룸버그레버리지(H),2020/11/25,Bloomberg VN30 Futures Excess Return Index,Bloomberg,주식
KR7131890006,131890,한국투자 ACE 삼성그룹주 동일가중 증권 상장지수투자신탁(주식),ACE 삼성그룹동일가중,2010/09/17,MKF SAMs EW 지수,FnGuide,주식
KR7108450008,108450,한국투자 ACE 삼성그룹주SW 증권 상장지수투자신탁(주식),ACE 삼성그룹섹터가중,2009/02/03,MKF SAMs SW,FnGuide,주식
KR7226380004,226380,한국투자 ACE 성장소비주도주증권상장지수투자신탁(주식),ACE Fn성장소비주도주,2015/08/19,FnGuide 성장소비주도 지수,FnGuide,주식
KR7322130006,322130,한국투자 ACE 스마트로우볼증권상장지수투자신탁(주식),ACE 스마트로우볼,2019/04/16,FnGuide 스마트 로우볼 지수,FnGuide,주식
KR7272220005,272220,한국투자 ACE 스마트모멘텀증권상장지수투자신탁(주식),ACE 스마트모멘텀,2017/07/11,FnGuide 스마트 모멘텀 지수,FnGuide,주식
KR7272230004,272230,한국투자 ACE 스마트밸류증권상장지수투자신탁(주식),ACE 스마트밸류,2017/07/11,FnGuide 스마트 밸류 지수,FnGuide,주식
KR7322120007,322120,한국투자 ACE 스마트퀄리티증권상장지수투자신탁(주식),ACE 스마트퀄리티,2019/04/16,FnGuide 스마트 퀄리티 지수,FnGuide,주식
KR7322150004,322150,한국투자 ACE 스마트하이베타증권상장지수투자신탁(주식),ACE 스마트하이베타,2019/04/16,FnGuide 스마트 하이베타 지수,FnGuide,주식
KR7316300003,316300,한국투자 ACE 싱가포르리츠부동산상장지수투자신탁(재간접형),ACE 싱가포르리츠,2019/01/29,Morningstar Singapore REIT Yield Focus Index(PR),MorningStar,부동산
KR7448540005,448540,한국투자 ACE 엔비디아채권혼합블룸버그증권상장지수투자신탁(채권혼합),ACE 엔비디아채권혼합블룸버그,2022/11/29,Bloomberg Blended NVIDIA Equity and Korean Bond Index,Bloomberg,혼합자산
KR7433500006,433500,한국투자 ACE 원자력테마딥서치증권상장지수투자신탁(주식),ACE 원자력테마딥서치,2022/06/28,DeepSearch 원자력테마 지수 (시장가격지수),DeepSearch,주식
KR7256440009,256440,한국투자 ACE 인도네시아MSCI증권상장지수투자신탁(주식-파생형)(합성),ACE 인도네시아MSCI(합성),2016/11/01,MSCI Indonesia Index,MSCI,주식
KR7145670006,145670,한국투자 ACE 인버스 증권 상장지수투자신탁(주식-파생형),ACE 인버스,2011/09/08,코스피 200 선물지수,KRX,주식
KR7196030001,196030,한국투자 ACE 일본 레버리지 증권 상장지수투자신탁(주식-재간접파생형)(H),ACE 일본TOPIX레버리지(H),2014/06/16,TOPIX,TSE(Tokyo Stock Exchange),주식
KR7238720007,238720,한국투자 ACE 일본Nikkei225증권상장지수투자신탁(주식-파생형)(H),ACE 일본Nikkei225(H),2016/03/03,Nikkei 225,Nikkei,주식
KR7205720006,205720,한국투자 ACE 일본인버스 증권 상장지수투자신탁(주식-파생형)(합성 H),ACE 일본TOPIX인버스(합성 H),2014/09/29,TOPIX,TSE(Tokyo Stock Exchange),주식
KR7416090009,416090,한국투자 ACE 중국과창판STAR50증권상장지수투자신탁(주식),ACE 중국과창판STAR50,2022/01/13,STAR 50 Index(Price Return),CSI,주식
KR7168580009,168580,한국투자 ACE 중국본토 CSI300 증권 자상장지수투자신탁(주식-파생형),ACE 중국본토CSI300,2012/11/29,CSI 300 Index,CSI,주식
KR7219900008,219900,한국투자 ACE 중국본토레버리지CSI300증권상장지수투자신탁(주식혼합-파생형)(합성),ACE 중국본토CSI300레버리지(합성),2015/05/28,CSI 300 Index,CSI,주식
KR7272910001,272910,한국투자 ACE 중장기국공채액티브증권상장지수투자신탁(채권),ACE 중장기국공채액티브,2017/06/29,KIS 종합채권국공채1-10Y지수,KIS 채권평가,채권
